ENT_FED,CULTIVO,DESCRIPCION,UP_TOTAL,UP_AGCA,TON_AGCA_CUL,UP_SEMILLA,TON_SEMILLA_CUL,UP_CONSFAM,TON_CONSFAM_CUL,UP_CONSANIM,TON_CONSANIM_CUL,UP_VENTA,TON_VENTA_CUL
25 SIN,Soya,Soya,12.0,12.0,383.7736,6.0,1.9283,4.0,0.0512,4.0,0.2715,10.0,381.5226
25 SIN,Tomate de cascara (tomatillo),Tomate de cascara (tomatillo),934.0,926.0,100350.7923,219.0,5.0838813,229.0,6.1790737,220.0,990.6016,833.0,99348.9283
25 SIN,Trigo grano,Trigo grano,3399.0,3399.0,278678.7602,2025.0,343.8015477,1968.0,21.6364657,2017.0,219.0181,3396.0,278094.304
25 SIN,Perennes,Perennes,,,,,,,,,,,
25 SIN,Agave,Agave,112.0,112.0,5028.789,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5028.789
25 SIN,Aguacate,Aguacate,222.0,222.0,2493.9015,14.0,0.2398,77.0,21.0343741,14.0,24.8733,116.0,2447.754
25 SIN,Alfalfa,Alfalfa,1425.0,1425.0,245926.1153,7.0,0.3084,324.0,7.0636,981.0,94263.83,575.0,151654.9133
25 SIN,Café,Café,11.0,11.0,1.15,0.0,0.0,3.0,0.13,0.0,0.0,3.0,1.02
25 SIN,Caña de azúcar,Caña de azúcar,405.0,405.0,464402.4103,37.0,183.509725,48.0,10.2735104,34.0,178.147,398.0,464030.4801
25 SIN,Coco,Coco,181.0,181.0,12667.3981,73.0,3.049286,86.0,26.6061134,72.0,8.9092,163.0,12628.8335
25 SIN,Espárrago,Espárrago,24.0,24.0,2189.2166,1.0,0.005,1.0,0.005,0.0,0.0,22.0,2189.2066
25 SIN,Fresa,Fresa,18.0,18.0,528.0142,0.0,0.0,3.0,1.35,0.0,0.0,17.0,526.6642
25 SIN,Guayaba,Guayaba,150.0,150.0,325.4731,5.0,0.0315,28.0,9.0708979,4.0,1.5063,37.0,314.8643
25 SIN,Limón,Limón,375.0,375.0,28910.5443,46.0,1.0768,87.0,27.5224,46.0,23.8977,117.0,28858.0474
25 SIN,Mango,Mango,4551.0,4551.0,432993.2065,1369.0,7.0127621,1553.0,280.2179446,1390.0,616.8527,4114.0,432089.1232
25 SIN,Manzana,Manzana,27.0,27.0,6.6324,0.0,0.0,12.0,1.23,0.0,0.0,10.0,5.4024
25 SIN,Naranja,Naranja,143.0,143.0,4365.7415,26.0,0.1938,55.0,15.734,0.0,0.0,78.0,4349.8137
25 SIN,Nopal verdura,Nopal verdura,535.0,535.0,1107.8536,36.0,3.9663444,61.0,13.7127329,2.0,0.21,89.0,1089.9645
25 SIN,Nuez,Nuez,7.0,7.0,60.7372,0.0,0.0,1.0,0.1,0.0,0.0,4.0,60.6372
25 SIN,Papaya,Papaya,193.0,192.0,4294.246,17.0,0.1806,34.0,30.6260682,1.0,0.05,71.0,4263.3893
25 SIN,Pasto cultivado,Pasto cultivado,2608.0,2608.0,97927.2112,93.0,34.1178427,1.0,0.7,1225.0,65305.5365,365.0,32586.8569
25 SIN,Piña,Piña,3.0,3.0,800.005,0.0,0.0,1.0,0.005,0.0,0.0,1.0,800.0
25 SIN,Plátano,Plátano,21.0,21.0,7.15,1.0,0.0005122,11.0,2.9439627,1.0,0.4488,6.0,3.7567
25 SIN,Uva,Uva,4.0,4.0,2.5846,0.0,0.0,1.0,0.1,0.0,0.0,3.0,2.4846
26 SON,,Sonora,13814.0,3831.0,,1950.0,,1663.0,,2198.0,,2698.0,
26 SON,Anuales,Anuales,,,,,,,,,,,
26 SON,Algodón,Algodón,170.0,170.0,16804.3974,125.0,0.9672,0.0,0.0,0.0,0.0,165.0,16803.4302
26 SON,Avena forrajera,Avena forrajera,930.0,930.0,106276.1418,13.0,4.0376,0.0,0.0,748.0,90438.0761,121.0,15834.0281
26 SON,Brócoli,Brócoli,48.0,48.0,32156.937,33.0,0.2598,35.0,2.334,33.0,5.1996,48.0,32149.1436
26 SON,Calabaza/calabacita,Calabaza/calabacita,508.0,503.0,227924.6139,194.0,13.0382989,290.0,256.8309766,140.0,287.8862,332.0,227366.8584
26 SON,Cebada grano,Cebada grano,304.0,304.0,11550.5235,248.0,107.5464,242.0,7.9552,296.0,1287.5618,255.0,10147.4601
26 SON,Cebolla,Cebolla,143.0,143.0,36236.2737,56.0,44.3686134,70.0,3.9486919,1.0,4.3266,129.0,36183.6299
26 SON,Chile,Chile,477.0,460.0,133271.9393,192.0,56.2520196,250.0,33.8976221,163.0,30.2416,409.0,133151.5481
26 SON,Frijol,Frijol,935.0,935.0,8447.0523,496.0,90.5995142,719.0,325.4019546,132.0,61.4669,419.0,7969.5831
26 SON,Jitomate (Tomate rojo),Jitomate (Tomate rojo),91.0,55.0,56635.5919,10.0,0.280813,25.0,13.3024011,14.0,363.2812,45.0,56258.7274
26 SON,Maíz forrajero,Maíz forrajero,299.0,299.0,34998.8787,78.0,5.6522074,99.0,38.7174377,242.0,24038.45,49.0,10916.0591
26 SON,Maíz grano amarillo,Maíz grano amarillo,107.0,107.0,28851.6426,72.0,6.5934437,68.0,57.7564,80.0,2361.3171,29.0,26425.9757
26 SON,Maíz grano blanco,Maíz grano blanco,1249.0,1249.0,175458.1829,744.0,282.1254934,841.0,666.1843562,603.0,9229.3068,638.0,165280.5661
26 SON,Melón,Melón,108.0,105.0,118695.6674,2.0,0.3961481,40.0,113.8287852,30.0,105.8288,96.0,118475.6137
26 SON,Papa,Papa,289.0,289.0,522962.3276,211.0,10490.4565,199.0,272.4104,170.0,0.7108,269.0,512198.7499
26 SON,Sandía,Sandía,512.0,511.0,289840.6834,176.0,20.5278254,219.0,145.7476163,168.0,172.9867,469.0,289501.4213
26 SON,Sorgo forrajero,Sorgo forrajero,6443.0,6443.0,541651.0387,707.0,225.5632039,711.0,98.3806,5442.0,406361.9543,1392.0,134965.1406
26 SON,Sorgo grano,Sorgo grano,1254.0,1254.0,19761.1573,691.0,49.7600512,598.0,7.0874608,1006.0,6613.569,687.0,13090.741
26 SON,Soya,Soya,11.0,11.0,214.8824,8.0,0.5921,8.0,0.0416,8.0,0.2207,11.0,214.028
26 SON,Tomate de cascara (tomatillo),Tomate de cascara (tomatillo),216.0,214.0,47097.1986,75.0,0.6422,59.0,0.1596,79.0,13.7304,196.0,47082.6664
26 SON,Trigo grano,Trigo grano,9776.0,9776.0,1940275.2852,6101.0,19621.0069,5796.0,95.1212,6003.0,1542.8086,9747.0,1919016.3485
26 SON,Perennes,Perennes,,,,,,,,,,,
26 SON,Agave,Agave,81.0,81.0,1269.776,1.0,2.0,0.0,0.0,0.0,0.0,12.0,1267.776
26 SON,Aguacate,Aguacate,9.0,9.0,7332.7854,4.0,0.054,4.0,0.4,4.0,0.2669,8.0,7332.0645
26 SON,Alfalfa,Alfalfa,3956.0,3956.0,3338801.2688,22.0,17.5754743,1321.0,146.9013,3310.0,955399.2204,2060.0,2383237.5716
26 SON,Cacao,Cacao,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26 SON,Café,Café,,,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,15.0
26 SON,Caña de azúcar,Caña de azúcar,25.0,25.0,3795.1515,9.0,32.5640593,9.0,2.6521282,7.0,177.5907,19.0,3582.3446
26 SON,Coco,Coco,,,0.5,0.0,0.0,,0.3,0.0,0.0,,0.2
26 SON,Espárrago,Espárrago,258.0,258.0,211957.4303,149.0,2.1472,2.0,0.0304,0.0,0.0,254.0,211955.2527
26 SON,Limón,Limón,67.0,66.0,13755.5997,12.0,0.3634563,18.0,1.65562,11.0,0.0746,35.0,13753.5062
26 SON,Mango,Mango,16.0,16.0,1295.0226,2.0,0.003,6.0,2.783014,2.0,0.1386,10.0,1292.098
26 SON,Manzana,Manzana,32.0,31.0,328.8282,0.0,0.0,17.0,5.2252,0.0,0.0,21.0,323.603
26 SON,Naranja,Naranja,259.0,258.0,166934.2856,0.0,0.0,115.0,33.9673886,7.0,26.481,221.0,166873.8371
26 SON,Nopal verdura,Nopal verdura,23.0,23.0,1392.7372,9.0,78.5617,14.0,6.5342078,8.0,3.622,23.0,1304.0193
26 SON,Nuez,Nuez,434.0,434.0,39854.2253,138.0,2.0534377,211.0,38.3227234,141.0,4.1822,359.0,39809.667
26 SON,Papaya,Papaya,,,443.1,0.0,0.0,0.0,0.0,0.0,0.0,,443.1
26 SON,Pasto cultivado,Pasto cultivado,1702.0,1702.0,235499.6221,11.0,18.6678,0.0,0.0,1457.0,84331.7638,758.0,151149.1905
26 SON,Plátano,Plátano,,,37.445,0.0,0.0,,0.0374389,,0.0935,,37.3141
26 SON,Uva,Uva,462.0,462.0,330934.1475,164.0,8.5739,167.0,14.0767,164.0,3.79,455.0,330907.7069
27 TAB,,Tabasco,36110.0,5495.0,,1186.0,,2361.0,,1041.0,,3556.0,
27 TAB,Anuales,Anuales,,,,,,,,,,,
27 TAB,Amaranto,Amaranto,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27 TAB,Arroz,Arroz,220.0,220.0,201.7063,98.0,2.9964108,146.0,40.1996843,15.0,4.285,61.0,154.2252
27 TAB,Calabaza/calabacita,Calabaza/calabacita,3874.0,3872.0,11865.1027,1447.0,297.1236313,2211.0,3315.5280343,1220.0,1959.1619,2165.0,6293.289
27 TAB,Cebolla,Cebolla,52.0,52.0,2427.7651,11.0,1.1467956,21.0,2.3338271,1.0,0.3838,30.0,2423.9006
27 TAB,Chile,Chile,593.0,590.0,3547.4422,145.0,104.5355568,217.0,142.3831458,17.0,9.2942,474.0,3291.2293
27 TAB,Frijol,Frijol,5708.0,5708.0,1498.3863,3288.0,62.4225535,4892.0,618.81173,452.0,12.5961,2582.0,804.5551
27 TAB,Jitomate (Tomate rojo),Jitomate (Tomate rojo),124.0,123.0,220.8522,34.0,0.4928361,87.0,54.5242886,16.0,1.0959,79.0,164.7392
27 TAB,Maíz forrajero,Maíz forrajero,4.0,4.0,823.0,0.0,0.0,0.0,0.0,4.0,800.0,1.0,23.0
27 TAB,Maíz grano amarillo,Maíz grano amarillo,3.0,3.0,8.7,2.0,0.12,2.0,0.9,2.0,1.28,2.0,6.4
27 TAB,Maíz grano blanco,Maíz grano blanco,39692.0,39692.0,66699.6279,24947.0,1173.7907281,33632.0,18908.7780951,22122.0,16528.4056,15754.0,30088.6516
27 TAB,Melón,Melón,701.0,701.0,7336.7283,250.0,265.7797639,486.0,2567.0992601,89.0,88.2614,356.0,4415.5881
27 TAB,Papa,Papa,,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0
27 TAB,Sandía,Sandía,578.0,578.0,3929.3046,162.0,91.6792317,426.0,479.4063211,84.0,73.5732,322.0,3284.646
27 TAB,Sorgo forrajero,Sorgo forrajero,21.0,21.0,725.48,2.0,0.1,0.0,0.0,13.0,506.7717,7.0,218.6083
27 TAB,Sorgo grano,Sorgo grano,26.0,26.0,2617.3437,14.0,0.55,12.0,0.6742,19.0,142.8386,19.0,2473.2809
27 TAB,Tomate de cascara (tomatillo),Tomate de cascara (tomatillo),10.0,10.0,106.6604,0.0,0.0,5.0,1.0704,0.0,0.0,7.0,105.59
27 TAB,Trigo grano,Trigo grano,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27 TAB,Perennes,Perennes,,,,,,,,,,,
27 TAB,Aguacate,Aguacate,2218.0,2216.0,6002.6415,101.0,229.929134,545.0,1225.8414624,94.0,206.0693,611.0,4340.802
27 TAB,Cacao,Cacao,33005.0,32995.0,24546.3455,7795.0,58.3632881,12765.0,551.0286366,7067.0,15.1951,25320.0,23921.7582
27 TAB,Café,Café,393.0,393.0,143.9124,41.0,7.9321173,186.0,20.8823668,0.0,0.0,137.0,115.0979
27 TAB,Caña de azúcar,Caña de azúcar,8261.0,8261.0,2212904.5716,2146.0,8829.3384581,2188.0,340.2876568,2157.0,1854.464,8023.0,2201880.4817
27 TAB,Coco,Coco,6440.0,6440.0,27233.2652,1336.0,609.1069633,1736.0,1049.0221831,1239.0,260.6138,4780.0,25314.5213
27 TAB,Guayaba,Guayaba,600.0,600.0,1533.7012,28.0,75.2462046,178.0,482.127517,32.0,33.7682,130.0,942.5594
27 TAB,Limón,Limón,10856.0,10851.0,149822.724,582.0,28.9436449,1775.0,300.3831909,325.0,0.7586,2635.0,149492.6384
27 TAB,Mango,Mango,1930.0,1929.0,2377.6421,95.0,14.9932425,678.0,863.7226927,199.0,249.664,437.0,1249.262
27 TAB,Naranja,Naranja,7527.0,7517.0,38003.1022,508.0,93.1236274,1542.0,2000.4320014,507.0,34.3361,1558.0,35875.21
27 TAB,Nopal verdura,Nopal verdura,21.0,21.0,1.38,0.0,0.0,2.0,0.022,1.0,0.1,4.0,1.258
27 TAB,Nuez,Nuez,19.0,19.0,11.3263,0.0,0.0,6.0,7.7492,0.0,0.0,3.0,3.5771
27 TAB,Papaya,Papaya,508.0,508.0,9017.904,79.0,131.4387225,277.0,2202.314211,48.0,607.5206,238.0,6076.6309
27 TAB,Pasto cultivado,Pasto cultivado,2980.0,2980.0,73596.5245,68.0,1711.6978333,31.0,84.0027997,1447.0,51878.6904,373.0,19922.1336
27 TAB,Piña,Piña,1428.0,1427.0,71395.543,208.0,1115.2673166,608.0,2322.9521941,193.0,69.1723,980.0,67888.1513
27 TAB,Plátano,Plátano,14694.0,14693.0,804216.2426,0.0,0.0,7999.0,36147.6459249,2729.0,23437.1121,7820.0,744631.4862
27 TAB,Uva,Uva,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28 TAM,,Tamaulipas,11674.0,1991.0,,542.0,,844.0,,517.0,,1177.0,
28 TAM,Anuales,Anuales,,,,,,,,,,,
28 TAM,Algodón,Algodón,30.0,30.0,6991.0276,0.0,0.0,0.0,0.0,0.0,0.0,29.0,6991.0276
28 TAM,Amaranto,Amaranto,,,6.7957,,0.0968,,0.0792,,0.0231,,6.5966
28 TAM,Arroz,Arroz,83.0,83.0,8068.4208,42.0,33.6185,42.0,8.2508,45.0,5.5815,83.0,8020.97
28 TAM,Avena forrajera,Avena forrajera,312.0,312.0,2498.4037,21.0,13.2809951,7.0,3.5125,154.0,1965.7279,11.0,515.8823
28 TAM,Brócoli,Brócoli,,,559.68,0.0,0.0,0.0,0.0,0.0,0.0,,559.68
28 TAM,Calabaza/calabacita,Calabaza/calabacita,676.0,675.0,896.8307,122.0,5.1221675,229.0,65.6134166,87.0,53.4096,252.0,772.6855
28 TAM,Cebada grano,Cebada grano,20.0,20.0,175.7142,17.0,17.9,4.0,5.0,13.0,78.9342,5.0,73.88
28 TAM,Cebolla,Cebolla,82.0,82.0,159775.2136,0.0,0.0,40.0,1.0629148,39.0,2.1267,79.0,159772.0241
28 TAM,Chile,Chile,265.0,263.0,117811.9483,134.0,5.7456,154.0,1.7351592,1.0,0.91,246.0,117803.5575
28 TAM,Frijol,Frijol,1824.0,1824.0,2870.8722,551.0,58.1326007,1227.0,505.5978161,56.0,23.8092,655.0,2283.3324
28 TAM,Jitomate (Tomate rojo),Jitomate (Tomate rojo),160.0,157.0,14008.6221,4.0,0.0443,80.0,1.9705,3.0,0.1026,150.0,14006.5047
28 TAM,Maíz forrajero,Maíz forrajero,329.0,329.0,70856.3866,159.0,21.7321902,199.0,190.3656888,147.0,36165.2901,76.0,34478.9986
28 TAM,Maíz grano amarillo,Maíz grano amarillo,990.0,990.0,234243.4343,71.0,93.014,121.0,118.1414222,121.0,981.1529,824.0,233051.126
28 TAM,Maíz grano blanco,Maíz grano blanco,12148.0,12148.0,348691.7883,4833.0,894.165073,6344.0,5533.0882789,4750.0,17256.8094,5195.0,325007.7257
28 TAM,Melón,Melón,6.0,6.0,175.05,0.0,0.0,1.0,0.05,0.0,0.0,2.0,175.0
28 TAM,Papa,Papa,,,168.7396,,5.15,,0.55,0.0,0.0,,163.0396
28 TAM,Sandía,Sandía,52.0,52.0,17192.1625,7.0,0.4395,17.0,16.2344,11.0,12.1968,43.0,17163.2918
28 TAM,Sorgo forrajero,Sorgo forrajero,1094.0,1094.0,110508.3143,28.0,9653.0118333,13.0,2.7391,691.0,43081.8296,262.0,57770.7338
28 TAM,Sorgo grano,Sorgo grano,26220.0,26220.0,2529161.8916,10432.0,2421.7904424,10402.0,753.5523836,11581.0,100272.7661,25329.0,2425713.782
28 TAM,Soya,Soya,415.0,415.0,23620.8188,79.0,108.009331,47.0,1.9179601,59.0,197.8104,365.0,23313.0813
28 TAM,Tomate de cascara (tomatillo),Tomate de cascara (tomatillo),19.0,19.0,1088.6023,1.0,0.06,4.0,0.59,0.0,0.0,16.0,1087.9523
28 TAM,Trigo grano,Trigo grano,81.0,81.0,1774.7489,16.0,13.8974893,8.0,3.3350199,13.0,34.7474,53.0,1722.769
28 TAM,Perennes,Perennes,,,,,,,,,,,
28 TAM,Agave,Agave,445.0,445.0,25019.0193,0.0,0.0,2.0,4.0166,0.0,0.0,71.0,25015.0027
28 TAM,Aguacate,Aguacate,75.0,75.0,73.6661,1.0,0.0002,11.0,3.4632,2.0,0.0009,19.0,70.2018
28 TAM,Alfalfa,Alfalfa,23.0,23.0,4773.6628,1.0,0.0064,3.0,0.5712,19.0,2998.7355,6.0,1774.3497
28 TAM,Café,Café,,,0.55,0.0,0.0,,0.15,0.0,0.0,,0.4
28 TAM,Caña de azúcar,Caña de azúcar,7346.0,7346.0,4001905.2029,1983.0,14020.8620588,1907.0,422.6869929,1994.0,5320.0406,7027.0,3982141.6131
28 TAM,Guayaba,Guayaba,327.0,326.0,460.8405,2.0,0.014,32.0,6.0465,0.0,0.0,36.0,454.78
28 TAM,Limón,Limón,812.0,812.0,157543.432,119.0,5.2832,135.0,33.7179853,118.0,3.4675,501.0,157500.9633
28 TAM,Mango,Mango,332.0,332.0,10907.741,44.0,0.1724335,105.0,134.92336,50.0,18.4566,223.0,10754.1889
28 TAM,Manzana,Manzana,219.0,219.0,0.221,0.0,0.0,4.0,0.221,0.0,0.0,0.0,0.0
28 TAM,Naranja,Naranja,5836.0,5835.0,812595.6412,1657.0,35.8419,1825.0,187.8156993,1480.0,1.6834,5302.0,812370.3001
28 TAM,Nopal verdura,Nopal verdura,251.0,251.0,1474.7922,70.0,51.5863,73.0,6.9425,26.0,126.3256,184.0,1289.9378
28 TAM,Nuez,Nuez,96.0,96.0,42.901,2.0,0.0022757,16.0,4.9848159,2.0,0.0118,9.0,37.9021
28 TAM,Papaya,Papaya,244.0,243.0,7868.4639,2.0,0.022,38.0,9.9187,0.0,0.0,80.0,7858.5232
28 TAM,Pasto cultivado,Pasto cultivado,1030.0,1030.0,106002.4966,9.0,5.9433352,2.0,1.2,615.0,28210.0979,210.0,77785.2554
28 TAM,Piña,Piña,10.0,10.0,215.3639,1.0,0.0158,2.0,0.5162,1.0,0.002,6.0,214.8299
28 TAM,Plátano,Plátano,16.0,16.0,8.7033,0.0,0.0,7.0,2.1215271,1.0,0.2418,4.0,6.34
28 TAM,Uva,Uva,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29 TLA,,Tlaxcala,10787.0,9934.0,,6899.0,,7317.0,,4153.0,,4533.0,
29 TLA,Anuales,Anuales,,,,,,,,,,,
29 TLA,Amaranto,Amaranto,614.0,614.0,928.0867,447.0,7.1078081,285.0,20.4579658,272.0,13.0918,562.0,887.4291
29 TLA,Avena forrajera,Avena forrajera,5494.0,5494.0,115570.6777,505.0,239.8967062,1931.0,292.1633,4312.0,41290.4555,2593.0,73748.1621
29 TLA,Brócoli,Brócoli,370.0,355.0,11340.0098,150.0,0.0562,211.0,1.9728765,183.0,1.1728,336.0,11336.8079
29 TLA,Calabaza/calabacita,Calabaza/calabacita,2013.0,2003.0,2358.2583,960.0,210.962003,1209.0,1127.5863422,170.0,114.2661,655.0,905.4438
29 TLA,Cebada grano,Cebada grano,7848.0,7848.0,111563.8043,4385.0,1780.2825062,3169.0,124.2991029,4548.0,8697.2071,6677.0,100962.0161
29 TLA,Cebolla,Cebolla,243.0,232.0,2093.0699,63.0,0.1338,89.0,4.6913518,0.0,0.0,218.0,2088.2447
29 TLA,Chile,Chile,31.0,22.0,32.2111,1.0,1.75e-05,15.0,19.242585,1.0,0.01,14.0,12.9584
29 TLA,Frijol,Frijol,3844.0,3844.0,1071.3058,2090.0,66.0612995,3056.0,431.0494747,227.0,10.9202,868.0,563.2747
29 TLA,Jitomate (Tomate rojo),Jitomate (Tomate rojo),332.0,83.0,1045.6005,32.0,0.4870986,61.0,42.1790877,25.0,3.035,72.0,999.8993
29 TLA,Maíz forrajero,Maíz forrajero,2046.0,2046.0,153152.981,600.0,93.0539148,1223.0,630.388358,1414.0,75078.5345,1040.0,77351.0042
29 TLA,Maíz grano amarillo,Maíz grano amarillo,4054.0,4054.0,27241.0061,2514.0,246.7672913,2619.0,1961.9192948,2302.0,11085.5496,1497.0,13946.7698
29 TLA,Maíz grano blanco,Maíz grano blanco,60563.0,60563.0,208528.3677,45523.0,2961.1760441,50925.0,32547.5007114,31413.0,42634.2183,29722.0,130385.4728
29 TLA,Papa,Papa,292.0,290.0,11108.3384,176.0,1256.5707,137.0,33.0576071,50.0,2.6031,253.0,9816.107
29 TLA,Sorgo forrajero,Sorgo forrajero,,,17.2551,,0.0966667,,0.0666667,,16.7918,,0.3
29 TLA,Sorgo grano,Sorgo grano,4.0,4.0,76.002,1.0,0.1,1.0,0.3,3.0,0.1011,3.0,75.5009
29 TLA,Tomate de cascara (tomatillo),Tomate de cascara (tomatillo),408.0,402.0,3217.2441,139.0,4.5030655,166.0,10.0282865,1.0,1.47,350.0,3201.2428
29 TLA,Trigo grano,Trigo grano,3711.0,3711.0,28967.1971,2204.0,1486.2567288,1341.0,400.543278,1866.0,3049.9445,2678.0,24030.4525
29 TLA,Perennes,Perennes,,,,,,,,,,,
29 TLA,Agave,Agave,464.0,452.0,4389.5057,2.0,384.0407,8.0,1534.8164333,0.0,0.0,19.0,2470.6486
29 TLA,Aguacate,Aguacate,191.0,186.0,76.4513,9.0,0.1962,87.0,8.8943561,13.0,1.0058,73.0,66.3549
29 TLA,Alfalfa,Alfalfa,4912.0,4912.0,151142.4497,55.0,10.1063898,2141.0,33.2615,4504.0,52342.9518,2625.0,98756.13
29 TLA,Espárrago,Espárrago,4.0,4.0,78.5542,0.0,0.0,0.0,0.0,0.0,0.0,2.0,78.5542
29 TLA,Fresa,Fresa,66.0,23.0,122.7002,0.0,0.0,16.0,1.218245,0.0,0.0,13.0,121.4819
29 TLA,Guayaba,Guayaba,14.0,14.0,0.124,0.0,0.0,9.0,0.088,0.0,0.0,3.0,0.036
29 TLA,Limón,Limón,74.0,74.0,8.8604,1.0,0.2,23.0,1.12312,0.0,0.0,17.0,7.5373
29 TLA,Manzana,Manzana,246.0,240.0,96.3588,13.0,0.0417,50.0,4.70478,8.0,1.9558,32.0,89.6565
29 TLA,Naranja,Naranja,3.0,3.0,0.0025,0.0,0.0,2.0,0.0025,0.0,0.0,0.0,0.0
29 TLA,Nopal verdura,Nopal verdura,543.0,514.0,1682.4008,65.0,96.0440987,175.0,182.2224872,42.0,12.1833,164.0,1391.9507
29 TLA,Nuez,Nuez,80.0,79.0,9.7789,4.0,0.0297023,23.0,7.0820793,4.0,1.3373,14.0,1.3298
29 TLA,Pasto cultivado,Pasto cultivado,50.0,50.0,855.0725,2.0,0.58,0.0,0.0,44.0,724.3268,7.0,130.1657
29 TLA,Uva,Uva,6.0,3.0,0.004,0.0,0.0,1.0,0.004,0.0,0.0,0.0,0.0
30 VER,,Veracruz de Ignacio de la Llave,81239.0,42863.0,,17838.0,,21467.0,,9277.0,,31246.0,
30 VER,Anuales,Anuales,,,,,,,,,,,
30 VER,Algodón,Algodón,18.0,17.0,0.02,0.0,0.0,1.0,0.02,0.0,0.0,0.0,0.0
30 VER,Amaranto,Amaranto,21.0,20.0,15.2085,7.0,0.1050057,8.0,0.2154421,0.0,0.0,15.0,14.8881
30 VER,Arroz,Arroz,132.0,132.0,2698.6353,47.0,2.8050369,65.0,13.6500592,22.0,6.3892,62.0,2675.791
30 VER,Avena forrajera,Avena forrajera,867.0,867.0,6415.0613,216.0,27.3288589,43.0,6.3899,601.0,3425.8983,124.0,2955.4443
30 VER,Brócoli,Brócoli,110.0,108.0,8044.4292,11.0,81.3963803,11.0,1.1282578,2.0,1.1668,86.0,7960.7378
30 VER,Calabaza/calabacita,Calabaza/calabacita,8629.0,8625.0,29853.3277,4684.0,1839.1801024,5847.0,16205.20433,422.0,886.0552,4707.0,10922.8886
30 VER,Cebada grano,Cebada grano,66.0,66.0,1138.7124,20.0,1.78607,13.0,1.7182,25.0,25.5435,20.0,1109.6646
30 VER,Cebolla,Cebolla,440.0,439.0,4977.1576,168.0,14.0471124,221.0,95.3739337,3.0,0.2341,279.0,4867.5026
30 VER,Chile,Chile,5994.0,5965.0,8169.9943,2594.0,205.3247675,3372.0,112.1575827,56.0,11.0609,4512.0,7841.4508
30 VER,Frijol,Frijol,37127.0,37127.0,9281.0271,22039.0,363.5187749,31253.0,3524.8169428,372.0,103.7235,10063.0,5288.967
30 VER,Jitomate (Tomate rojo),Jitomate (Tomate rojo),636.0,513.0,7101.3604,132.0,9.687009,273.0,37.2218968,21.0,5.5511,374.0,7048.9002
30 VER,Maíz forrajero,Maíz forrajero,5459.0,5459.0,111282.4746,2930.0,171.6125738,3955.0,4378.674867,2697.0,67799.7718,1716.0,38932.415
30 VER,Maíz grano amarillo,Maíz grano amarillo,11180.0,11180.0,38741.9378,7026.0,264.8912448,9297.0,7033.5992386,5511.0,15377.3154,2233.0,16066.1307
30 VER,Maíz grano blanco,Maíz grano blanco,194742.0,194742.0,589693.6218,124231.0,4982.8058891,171914.0,147357.5727355,84012.0,71179.1066,67020.0,366174.1305
30 VER,Melón,Melón,184.0,183.0,2122.4182,30.0,24.7264792,101.0,1276.7834399,3.0,1.6959,99.0,819.2124
30 VER,Papa,Papa,2259.0,2258.0,88920.2154,1517.0,3509.7382546,1133.0,290.0676214,315.0,467.5729,1821.0,84652.8365
30 VER,Sandía,Sandía,769.0,769.0,26975.5791,113.0,23.8910086,334.0,1500.3938533,79.0,38.5464,610.0,25412.7479
30 VER,Sorgo forrajero,Sorgo forrajero,452.0,452.0,130153.1483,7.0,1.113,44.0,4.576,347.0,77370.2633,110.0,52777.196
30 VER,Sorgo grano,Sorgo grano,770.0,770.0,30149.0983,73.0,9.3989377,65.0,5.7894842,226.0,1822.8175,542.0,28311.0924
30 VER,Soya,Soya,162.0,162.0,5107.8098,7.0,14.5875,2.0,0.4524693,11.0,598.3305,119.0,4494.4393
30 VER,Tomate de cascara (tomatillo),Tomate de cascara (tomatillo),725.0,725.0,6171.1871,174.0,21.3298138,216.0,17.4741713,5.0,2.3326,563.0,6130.0503
30 VER,Trigo grano,Trigo grano,46.0,46.0,122.6714,13.0,0.41076,11.0,3.6927,6.0,2.0369,21.0,116.531
30 VER,Perennes,Perennes,,,,,,,,,,,
30 VER,Agave,Agave,571.0,557.0,1731.9886,0.0,0.0,5.0,3.5306,0.0,0.0,17.0,1728.458
30 VER,Aguacate,Aguacate,8385.0,8342.0,24319.3448,242.0,199.7957318,1487.0,1195.5087706,164.0,95.9367,2577.0,22828.1034
30 VER,Alfalfa,Alfalfa,180.0,180.0,14702.321,8.0,0.4235,2.0,0.0257,123.0,4310.3705,60.0,10391.5013
30 VER,Cacao,Cacao,3244.0,3229.0,102.5135,12.0,0.0143889,46.0,3.4721825,5.0,0.0019,60.0,99.025
30 VER,Café,Café,94214.0,94141.0,299486.9874,11111.0,1321.950474,36050.0,7079.5091091,3857.0,64.9488,81419.0,291020.5768
