ENT_FED,NOM_MUN,CULTIVO,DESCRIPCION,UP_TOTAL,UP_AGCA_PER,SUPSEM_AGCA_PER,SUPCOS_AGCA_PER,TON_AGCA,UP_AGCA_PER_T,SUPSEM_AGCA_PER_T,SUPCOS_AGCA_PER_T,TON_AGCA_T,UP_AGCA_PER_R,SUPSEM_AGCA_PER_R,SUPCOS_AGCA_PER_R,TON_AGCA_R
07 CHS,031 Chilón,Aguacate,Aguacate,9.0,9.0,8.821,8.821,12.8,9.0,8.821,8.821,12.8,0.0,0.0,0.0,0.0
07 CHS,031 Chilón,Cacao,Cacao,18.0,18.0,15.75,5.5,0.875,18.0,15.75,5.5,0.875,0.0,0.0,0.0,0.0
07 CHS,031 Chilón,Café,Café,14123.0,14122.0,18003.3588,16811.368,16245.0063,14122.0,18003.3588,16811.368,16245.0063,0.0,0.0,0.0,0.0
07 CHS,031 Chilón,Caña de azúcar,Caña de azúcar,5.0,5.0,2.75,2.75,124.292,5.0,2.75,2.75,124.292,0.0,0.0,0.0,0.0
07 CHS,031 Chilón,Guayaba,Guayaba,5.0,5.0,5.25,5.25,0.52,5.0,5.25,5.25,0.52,0.0,0.0,0.0,0.0
07 CHS,031 Chilón,Limón,Limón,28.0,28.0,21.434,7.934,16.36,28.0,21.434,7.934,16.36,0.0,0.0,0.0,0.0
07 CHS,031 Chilón,Mango,Mango,,,1.583,0.583,1.379,,1.583,0.583,1.379,,0.0,0.0,0.0
07 CHS,031 Chilón,Manzana,Manzana,,,0.5,0.0,0.0,,0.5,0.0,0.0,,0.0,0.0,0.0
07 CHS,031 Chilón,Naranja,Naranja,27.0,27.0,24.321,9.821,21.2029,27.0,24.321,9.821,21.2029,0.0,0.0,0.0,0.0
07 CHS,031 Chilón,Nuez,Nuez,,,1.196,1.196,1.9,,1.196,1.196,1.9,,0.0,0.0,0.0
07 CHS,031 Chilón,Papaya,Papaya,,,0.25,0.25,10.8229,,0.25,0.25,10.8229,,0.0,0.0,0.0
07 CHS,031 Chilón,Pasto cultivado,Pasto cultivado,,,10.0,10.0,6.3,,10.0,10.0,6.3,,0.0,0.0,0.0
07 CHS,031 Chilón,Piña,Piña,11.0,11.0,9.501,8.251,196.6615,11.0,9.501,8.251,196.6615,0.0,0.0,0.0,0.0
07 CHS,031 Chilón,Plátano,Plátano,111.0,111.0,104.863,95.463,2210.5537,111.0,104.863,95.463,2210.5537,0.0,0.0,0.0,0.0
07 CHS,032 Escuintla,,Escuintla,3736.0,3037.0,13942.1073,11119.8263,,2881.0,13138.275,10336.8313,,204.0,803.8323,782.995,
07 CHS,032 Escuintla,Perennes,Perennes,,,,,,,,,,,,,
07 CHS,032 Escuintla,Agave,Agave,3.0,3.0,3.0266,0.0,0.0,3.0,3.0266,0.0,0.0,0.0,0.0,0.0,0.0
07 CHS,032 Escuintla,Aguacate,Aguacate,51.0,51.0,40.9414,22.05,101.8,49.0,38.2155,20.45,101.2,2.0,2.7259,1.6,0.6
07 CHS,032 Escuintla,Cacao,Cacao,349.0,349.0,586.9613,317.2225,93.6266,333.0,564.5332,294.7944,85.1436,16.0,22.4281,22.4281,8.483
07 CHS,032 Escuintla,Café,Café,2125.0,2125.0,6881.3404,6018.7664,7028.3709,2120.0,6861.4071,6002.8331,7007.2043,8.0,19.9333,15.9333,21.1666
07 CHS,032 Escuintla,Caña de azúcar,Caña de azúcar,6.0,6.0,5.5,4.5,52.3636,6.0,5.5,4.5,52.3636,0.0,0.0,0.0,0.0
07 CHS,032 Escuintla,Coco,Coco,12.0,12.0,7.5121,5.8196,37.177,9.0,6.5071,4.8146,32.5858,3.0,1.005,1.005,4.5912
07 CHS,032 Escuintla,Guayaba,Guayaba,15.0,15.0,3.0132,0.6275,0.385,15.0,3.0132,0.6275,0.385,0.0,0.0,0.0,0.0
07 CHS,032 Escuintla,Limón,Limón,89.0,89.0,105.0486,43.1751,371.3924,85.0,102.5733,41.0,367.3404,4.0,2.4753,2.1751,4.052
07 CHS,032 Escuintla,Mango,Mango,431.0,431.0,1297.1199,1208.3093,8402.8868,359.0,1143.8846,1058.2616,6987.6388,72.0,153.2353,150.0477,1415.248
07 CHS,032 Escuintla,Naranja,Naranja,19.0,19.0,10.0363,5.2429,1.0937,17.0,8.7361,4.0928,0.6937,2.0,1.3002,1.1501,0.4
07 CHS,032 Escuintla,Pasto cultivado,Pasto cultivado,542.0,542.0,3745.5137,2601.7934,23650.8607,422.0,3468.8049,2325.0846,16182.49,121.0,276.7088,276.7088,7468.3707
07 CHS,032 Escuintla,Piña,Piña,4.0,4.0,9.3211,6.5625,13.5,3.0,8.8211,6.0625,1.0,1.0,0.5,0.5,12.5
07 CHS,032 Escuintla,Plátano,Plátano,75.0,75.0,73.6005,63.019,507.5539,70.0,70.253,59.734,383.5451,5.0,3.3475,3.285,124.0088
07 CHS,033 Francisco León,,Francisco León,1296.0,170.0,667.5167,383.9888,,170.0,667.5167,383.9888,,0.0,0.0,0.0,
07 CHS,033 Francisco León,Perennes,Perennes,,,,,,,,,,,,,
07 CHS,033 Francisco León,Aguacate,Aguacate,,,2.5,2.5,0.05,,2.5,2.5,0.05,,0.0,0.0,0.0
07 CHS,033 Francisco León,Cacao,Cacao,116.0,116.0,255.3,17.7609,3.9706,116.0,255.3,17.7609,3.9706,0.0,0.0,0.0,0.0
07 CHS,033 Francisco León,Café,Café,15.0,15.0,47.7413,45.7413,67.5435,15.0,47.7413,45.7413,67.5435,0.0,0.0,0.0,0.0
07 CHS,033 Francisco León,Limón,Limón,,,0.25,0.25,0.1,,0.25,0.25,0.1,,0.0,0.0,0.0
07 CHS,033 Francisco León,Pasto cultivado,Pasto cultivado,34.0,34.0,283.8652,280.297,5788.4267,34.0,283.8652,280.297,5788.4267,0.0,0.0,0.0,0.0
07 CHS,033 Francisco León,Piña,Piña,,,0.25,0.0,0.0,,0.25,0.0,0.0,,0.0,0.0,0.0
07 CHS,033 Francisco León,Plátano,Plátano,5.0,5.0,6.0,3.5,0.4,5.0,6.0,3.5,0.4,0.0,0.0,0.0,0.0
07 CHS,034 Frontera Comalapa,,Frontera Comalapa,5771.0,770.0,1528.7142,1466.362,,682.0,1245.2783,1197.7907,,96.0,283.4359,268.5713,
07 CHS,034 Frontera Comalapa,Perennes,Perennes,,,,,,,,,,,,,
07 CHS,034 Frontera Comalapa,Aguacate,Aguacate,,,1.0,1.0,1.12,,1.0,1.0,1.12,,0.0,0.0,0.0
07 CHS,034 Frontera Comalapa,Café,Café,550.0,550.0,1022.6962,1002.5041,1437.6323,549.0,1022.4562,1002.2641,1437.2963,1.0,0.24,0.24,0.336
07 CHS,034 Frontera Comalapa,Caña de azúcar,Caña de azúcar,,,7.54,7.5378,645.1182,,0.0,0.0,0.0,,7.54,7.5378,645.1182
07 CHS,034 Frontera Comalapa,Coco,Coco,,,0.25,0.25,0.02,,0.0,0.0,0.0,,0.25,0.25,0.02
07 CHS,034 Frontera Comalapa,Guayaba,Guayaba,,,1.01,1.01,0.25,,1.01,1.01,0.25,,0.0,0.0,0.0
07 CHS,034 Frontera Comalapa,Limón,Limón,160.0,160.0,343.1331,315.8531,3363.5819,74.0,114.6828,102.2328,1281.4779,89.0,228.4503,213.6203,2082.104
07 CHS,034 Frontera Comalapa,Mango,Mango,12.0,12.0,22.99,22.99,152.4527,11.0,21.99,21.99,151.4527,1.0,1.0,1.0,1.0
07 CHS,034 Frontera Comalapa,Naranja,Naranja,,,2.1756,2.1675,27.4663,,1.0,1.0,7.0,,1.1756,1.1675,20.4663
07 CHS,034 Frontera Comalapa,Papaya,Papaya,4.0,4.0,32.58,32.5557,2570.1783,1.0,0.08,0.08,2.0,3.0,32.5,32.4757,2568.1783
07 CHS,034 Frontera Comalapa,Pasto cultivado,Pasto cultivado,10.0,10.0,23.58,22.58,355.1326,9.0,13.58,12.58,155.1326,1.0,10.0,10.0,200.0
07 CHS,034 Frontera Comalapa,Plátano,Plátano,3.0,3.0,0.96,0.9,0.06,3.0,0.96,0.9,0.06,0.0,0.0,0.0,0.0
07 CHS,035 Frontera Hidalgo,,Frontera Hidalgo,1104.0,375.0,1198.1767,989.7816,,197.0,579.5442,525.4491,,186.0,618.6325,464.3325,
07 CHS,035 Frontera Hidalgo,Perennes,Perennes,,,,,,,,,,,,,
07 CHS,035 Frontera Hidalgo,Aguacate,Aguacate,20.0,20.0,13.7225,12.7425,325.6405,12.0,7.5975,7.5975,199.865,8.0,6.125,5.145,125.7755
07 CHS,035 Frontera Hidalgo,Cacao,Cacao,18.0,18.0,18.46,4.08,0.95,9.0,8.58,4.08,0.95,9.0,9.88,0.0,0.0
07 CHS,035 Frontera Hidalgo,Café,Café,,,3.0,3.0,4.83,,3.0,3.0,4.83,,0.0,0.0,0.0
07 CHS,035 Frontera Hidalgo,Guayaba,Guayaba,,,1.25,1.25,1.0,,1.25,1.25,1.0,,0.0,0.0,0.0
07 CHS,035 Frontera Hidalgo,Limón,Limón,6.0,6.0,2.163,1.35,1.3364,4.0,0.913,0.1,0.6364,2.0,1.25,1.25,0.7
07 CHS,035 Frontera Hidalgo,Mango,Mango,47.0,47.0,249.9475,247.9475,1575.4565,36.0,227.9475,226.4475,1426.5565,11.0,22.0,21.5,148.9
07 CHS,035 Frontera Hidalgo,Nuez,Nuez,,,6.5,6.5,4.2,,4.0,4.0,3.0,,2.5,2.5,1.2
07 CHS,035 Frontera Hidalgo,Papaya,Papaya,13.0,13.0,188.93,188.93,14759.3158,7.0,52.82,52.82,4048.925,6.0,136.11,136.11,10710.3908
07 CHS,035 Frontera Hidalgo,Piña,Piña,54.0,54.0,42.44,42.44,1066.3867,30.0,17.115,17.115,519.3123,24.0,25.325,25.325,547.0744
07 CHS,035 Frontera Hidalgo,Plátano,Plátano,162.0,162.0,361.4187,185.2366,3380.7097,68.0,126.5812,81.7991,1420.0847,94.0,234.8375,103.4375,1960.625
07 CHS,036 La Grandeza,,La Grandeza,781.0,338.0,529.7909,465.6568,,338.0,529.7909,465.6568,,0.0,0.0,0.0,
07 CHS,036 La Grandeza,Perennes,Perennes,,,,,,,,,,,,,
07 CHS,036 La Grandeza,Aguacate,Aguacate,156.0,156.0,168.3495,147.2415,444.684,156.0,168.3495,147.2415,444.684,0.0,0.0,0.0,0.0
07 CHS,036 La Grandeza,Cacao,Cacao,,,0.0464,0.0449,0.0226,,0.0464,0.0449,0.0226,,0.0,0.0,0.0
07 CHS,036 La Grandeza,Café,Café,93.0,93.0,114.5477,114.5477,154.3503,93.0,114.5477,114.5477,154.3503,0.0,0.0,0.0,0.0
07 CHS,036 La Grandeza,Limón,Limón,20.0,20.0,16.0973,1.684,1.5943,20.0,16.0973,1.684,1.5943,0.0,0.0,0.0,0.0
07 CHS,036 La Grandeza,Manzana,Manzana,31.0,31.0,25.3019,15.2595,37.0753,31.0,25.3019,15.2595,37.0753,0.0,0.0,0.0,0.0
07 CHS,036 La Grandeza,Plátano,Plátano,,,0.1,0.1,0.049,,0.1,0.1,0.049,,0.0,0.0,0.0
07 CHS,037 Huehuetán,,Huehuetán,4143.0,3459.0,17630.5784,15942.413,,3295.0,15141.8135,13566.9851,,188.0,2488.7649,2375.4279,
07 CHS,037 Huehuetán,Perennes,Perennes,,,,,,,,,,,,,
07 CHS,037 Huehuetán,Aguacate,Aguacate,21.0,21.0,32.2925,21.5825,95.267,19.0,32.0675,21.3575,94.167,2.0,0.225,0.225,1.1
07 CHS,037 Huehuetán,Cacao,Cacao,1095.0,1094.0,2024.7521,1531.5822,394.6291,1037.0,1878.6854,1419.7555,366.8591,59.0,146.0667,111.8267,27.77
07 CHS,037 Huehuetán,Café,Café,804.0,803.0,2622.7578,2533.5257,3408.379,802.0,2621.7578,2532.5257,3406.979,1.0,1.0,1.0,1.4
07 CHS,037 Huehuetán,Caña de azúcar,Caña de azúcar,110.0,110.0,1020.5848,1013.962,60775.2103,107.0,971.3048,967.682,56542.1328,3.0,49.28,46.28,4233.0775
07 CHS,037 Huehuetán,Coco,Coco,51.0,51.0,109.78,33.365,40.1934,50.0,108.795,32.38,38.1796,1.0,0.985,0.985,2.0138
07 CHS,037 Huehuetán,Guayaba,Guayaba,3.0,3.0,7.5,4.0,0.3,3.0,7.5,4.0,0.3,0.0,0.0,0.0,0.0
07 CHS,037 Huehuetán,Limón,Limón,59.0,59.0,82.6203,45.6379,272.1552,51.0,56.8419,23.8595,101.38,8.0,25.7784,21.7784,170.7752
07 CHS,037 Huehuetán,Mango,Mango,1718.0,1718.0,6721.896,6552.11,31201.9402,1676.0,6476.3194,6317.0834,29472.7209,42.0,245.5766,235.0266,1729.2193
07 CHS,037 Huehuetán,Naranja,Naranja,14.0,14.0,14.85,4.59,1.8359,14.0,14.85,4.59,1.8359,0.0,0.0,0.0,0.0
07 CHS,037 Huehuetán,Papaya,Papaya,3.0,3.0,1.2564,1.2564,99.3562,0.0,0.0,0.0,0.0,3.0,1.2564,1.2564,99.3562
07 CHS,037 Huehuetán,Pasto cultivado,Pasto cultivado,91.0,91.0,831.034,389.688,2726.8797,90.0,823.9441,382.5981,2535.5233,1.0,7.0899,7.0899,191.3564
07 CHS,037 Huehuetán,Piña,Piña,15.0,15.0,6.5105,6.4905,14.0699,14.0,6.1355,6.1155,13.9799,1.0,0.375,0.375,0.09
07 CHS,037 Huehuetán,Plátano,Plátano,525.0,525.0,2714.619,2529.6495,71569.9241,430.0,872.8961,739.6073,9631.7087,96.0,1841.7229,1790.0422,61938.2154
07 CHS,038 Huixtán,,Huixtán,3040.0,19.0,18.5,18.5,,19.0,18.5,18.5,,0.0,0.0,0.0,
07 CHS,038 Huixtán,Perennes,Perennes,,,,,,,,,,,,,
07 CHS,038 Huixtán,Aguacate,Aguacate,16.0,16.0,12.0,12.0,21.18,16.0,12.0,12.0,21.18,0.0,0.0,0.0,0.0
07 CHS,038 Huixtán,Café,Café,,,1.0,1.0,1.0,,1.0,1.0,1.0,,0.0,0.0,0.0
07 CHS,038 Huixtán,Caña de azúcar,Caña de azúcar,,,2.0,2.0,4.0,,2.0,2.0,4.0,,0.0,0.0,0.0
07 CHS,038 Huixtán,Limón,Limón,,,2.5,2.5,2.4,,2.5,2.5,2.4,,0.0,0.0,0.0
07 CHS,039 Huitiupán,,Huitiupán,4583.0,2502.0,4667.5524,2097.7746,,2501.0,4667.3954,2097.6176,,1.0,0.157,0.157,
07 CHS,039 Huitiupán,Perennes,Perennes,,,,,,,,,,,,,
07 CHS,039 Huitiupán,Aguacate,Aguacate,12.0,12.0,7.6128,2.8,5.4,12.0,7.6128,2.8,5.4,0.0,0.0,0.0,0.0
07 CHS,039 Huitiupán,Cacao,Cacao,495.0,495.0,692.2299,4.3682,7.6804,495.0,692.2299,4.3682,7.6804,0.0,0.0,0.0,0.0
07 CHS,039 Huitiupán,Café,Café,2093.0,2093.0,2531.0243,1928.0145,1498.5059,2092.0,2530.8673,1927.8575,1498.4559,1.0,0.157,0.157,0.05
07 CHS,039 Huitiupán,Coco,Coco,6.0,6.0,2.6245,1.1245,0.9356,6.0,2.6245,1.1245,0.9356,0.0,0.0,0.0,0.0
07 CHS,039 Huitiupán,Limón,Limón,30.0,30.0,23.7397,11.3134,18.6056,30.0,23.7397,11.3134,18.6056,0.0,0.0,0.0,0.0
07 CHS,039 Huitiupán,Mango,Mango,14.0,14.0,13.991,8.366,9.97,14.0,13.991,8.366,9.97,0.0,0.0,0.0,0.0
07 CHS,039 Huitiupán,Naranja,Naranja,13.0,13.0,8.35,2.0,1.42,13.0,8.35,2.0,1.42,0.0,0.0,0.0,0.0
07 CHS,039 Huitiupán,Papaya,Papaya,3.0,3.0,2.1,0.6,0.15,3.0,2.1,0.6,0.15,0.0,0.0,0.0,0.0
07 CHS,039 Huitiupán,Pasto cultivado,Pasto cultivado,33.0,33.0,232.0125,51.0125,222.57,33.0,232.0125,51.0125,222.57,0.0,0.0,0.0,0.0
07 CHS,039 Huitiupán,Piña,Piña,23.0,23.0,16.6277,8.5527,28.495,23.0,16.6277,8.5527,28.495,0.0,0.0,0.0,0.0
07 CHS,039 Huitiupán,Plátano,Plátano,65.0,65.0,43.3188,34.535,61.5461,65.0,43.3188,34.535,61.5461,0.0,0.0,0.0,0.0
07 CHS,040 Huixtla,,Huixtla,3453.0,2926.0,14480.3673,13031.4271,,2922.0,14456.9473,13010.2743,,5.0,23.42,21.1528,
