ENT_FED,NOM_MUN,CULTIVO,DESCRIPCION,UP_TOTAL,UP_AGCA_PER,SUPSEM_AGCA_PER,SUPCOS_AGCA_PER,TON_AGCA,UP_AGCA_PER_T,SUPSEM_AGCA_PER_T,SUPCOS_AGCA_PER_T,TON_AGCA_T,UP_AGCA_PER_R,SUPSEM_AGCA_PER_R,SUPCOS_AGCA_PER_R,TON_AGCA_R
31 YUC,018 Chapab,Pasto cultivado,Pasto cultivado,9.0,9.0,83.34,83.34,54.9315,6.0,68.2,68.2,30.0795,4.0,15.14,15.14,24.852
31 YUC,018 Chapab,Piña,Piña,14.0,14.0,15.97,2.0,36.6,13.0,14.97,2.0,36.6,1.0,1.0,0.0,0.0
31 YUC,018 Chapab,Plátano,Plátano,45.0,45.0,66.331,40.968,399.0481,30.0,49.96,24.8,127.2466,15.0,16.371,16.168,271.8015
31 YUC,019 Chemax,,Chemax,2289.0,514.0,8166.1202,2800.9385,,504.0,8104.0902,2780.6185,,18.0,62.03,20.32,
31 YUC,019 Chemax,Perennes,Perennes,,,,,,,,,,,,,
31 YUC,019 Chemax,Aguacate,Aguacate,214.0,208.0,252.8274,4.7136,56.7588,206.0,250.8274,4.7136,56.7588,2.0,2.0,0.0,0.0
31 YUC,019 Chemax,Café,Café,9.0,5.0,5.24,0.0,0.0,5.0,5.24,0.0,0.0,0.0,0.0,0.0,0.0
31 YUC,019 Chemax,Caña de azúcar,Caña de azúcar,5.0,5.0,6.51,0.0,0.0,5.0,6.51,0.0,0.0,0.0,0.0,0.0,0.0
31 YUC,019 Chemax,Coco,Coco,14.0,14.0,28.7921,16.6333,119.1825,13.0,17.7921,5.6333,39.9825,1.0,11.0,11.0,79.2
31 YUC,019 Chemax,Guayaba,Guayaba,102.0,98.0,119.1638,0.0,0.0,96.0,117.1638,0.0,0.0,2.0,2.0,0.0,0.0
31 YUC,019 Chemax,Limón,Limón,37.0,34.0,33.156,1.561,1.1664,28.0,30.286,0.001,0.0064,6.0,2.87,1.56,1.16
31 YUC,019 Chemax,Mango,Mango,243.0,237.0,306.8556,4.5933,13.7402,235.0,303.8556,4.5933,13.7402,2.0,3.0,0.0,0.0
31 YUC,019 Chemax,Naranja,Naranja,154.0,144.0,195.7493,2.4093,34.8273,138.0,190.8093,1.4693,34.2373,6.0,4.94,0.94,0.59
31 YUC,019 Chemax,Papaya,Papaya,33.0,31.0,30.81,1.86,51.0815,29.0,28.81,1.36,48.0815,2.0,2.0,0.5,3.0
31 YUC,019 Chemax,Pasto cultivado,Pasto cultivado,105.0,105.0,3191.6372,2586.1357,16166.6716,105.0,3190.4772,2585.1357,16164.6716,2.0,1.16,1.0,2.0
31 YUC,019 Chemax,Piña,Piña,175.0,175.0,216.0188,16.81,193.1812,173.0,212.0188,14.31,192.419,2.0,4.0,2.5,0.7622
31 YUC,019 Chemax,Plátano,Plátano,145.0,145.0,188.9774,18.2283,288.6011,143.0,186.9774,17.7283,288.3011,2.0,2.0,0.5,0.3
31 YUC,020 Chicxulub Pueblo,,Chicxulub Pueblo,42.0,10.0,11.592,10.8897,,3.0,1.7,1.7,,9.0,9.892,9.1897,
31 YUC,020 Chicxulub Pueblo,Perennes,Perennes,,,,,,,,,,,,,
31 YUC,020 Chicxulub Pueblo,Coco,Coco,,,0.5,0.5,0.72,,0.0,0.0,0.0,,0.5,0.5,0.72
31 YUC,020 Chicxulub Pueblo,Limón,Limón,,,0.7,0.0,0.0,,0.0,0.0,0.0,,0.7,0.0,0.0
31 YUC,020 Chicxulub Pueblo,Naranja,Naranja,,,0.702,0.702,3.129,,0.0,0.0,0.0,,0.702,0.702,3.129
31 YUC,020 Chicxulub Pueblo,Papaya,Papaya,,,0.6,0.6,18.912,,0.6,0.6,18.912,,0.0,0.0,0.0
31 YUC,020 Chicxulub Pueblo,Pasto cultivado,Pasto cultivado,4.0,4.0,8.05,8.05,208.6,2.0,1.1,1.1,5.0,3.0,6.95,6.95,203.6
31 YUC,020 Chicxulub Pueblo,Plátano,Plátano,,,0.004,0.004,0.05,,0.0,0.0,0.0,,0.004,0.004,0.05
31 YUC,021 Chichimilá,,Chichimilá,546.0,126.0,601.3207,134.7377,,125.0,591.1207,134.6577,,1.0,10.2,0.08,
31 YUC,021 Chichimilá,Perennes,Perennes,,,,,,,,,,,,,
31 YUC,021 Chichimilá,Aguacate,Aguacate,4.0,4.0,3.04,0.0,0.0,4.0,3.04,0.0,0.0,0.0,0.0,0.0,0.0
31 YUC,021 Chichimilá,Café,Café,,,0.08,0.0,0.0,,0.0,0.0,0.0,,0.08,0.0,0.0
31 YUC,021 Chichimilá,Caña de azúcar,Caña de azúcar,,,0.04,0.0,0.0,,0.0,0.0,0.0,,0.04,0.0,0.0
31 YUC,021 Chichimilá,Coco,Coco,,,0.12,0.0,0.0,,0.12,0.0,0.0,,0.0,0.0,0.0
31 YUC,021 Chichimilá,Guayaba,Guayaba,,,0.04,0.0,0.0,,0.04,0.0,0.0,,0.0,0.0,0.0
31 YUC,021 Chichimilá,Limón,Limón,12.0,11.0,8.86,0.503,2.15,11.0,8.86,0.503,2.15,0.0,0.0,0.0,0.0
31 YUC,021 Chichimilá,Mango,Mango,7.0,6.0,3.06,0.123,0.13,5.0,1.06,0.123,0.13,1.0,2.0,0.0,0.0
31 YUC,021 Chichimilá,Naranja,Naranja,8.0,7.0,3.48,0.122,0.195,7.0,3.48,0.122,0.195,0.0,0.0,0.0,0.0
31 YUC,021 Chichimilá,Pasto cultivado,Pasto cultivado,14.0,14.0,154.1007,88.2589,160.8496,14.0,154.1007,88.2589,160.8496,0.0,0.0,0.0,0.0
31 YUC,021 Chichimilá,Piña,Piña,13.0,13.0,14.008,6.008,56.2624,13.0,14.008,6.008,56.2624,0.0,0.0,0.0,0.0
31 YUC,021 Chichimilá,Plátano,Plátano,10.0,10.0,13.1,0.82,0.328,9.0,5.1,0.82,0.328,1.0,8.0,0.0,0.0
31 YUC,022 Chikindzonot,,Chikindzonot,1071.0,151.0,1711.1822,146.248,,149.0,1690.6822,129.748,,2.0,20.5,16.5,
31 YUC,022 Chikindzonot,Perennes,Perennes,,,,,,,,,,,,,
31 YUC,022 Chikindzonot,Aguacate,Aguacate,97.0,96.0,107.3,0.32,0.4,96.0,107.3,0.32,0.4,0.0,0.0,0.0,0.0
31 YUC,022 Chikindzonot,Café,Café,,,3.5,1.0,0.05,,3.5,1.0,0.05,,0.0,0.0,0.0
31 YUC,022 Chikindzonot,Caña de azúcar,Caña de azúcar,7.0,7.0,6.54,1.04,0.4,7.0,6.54,1.04,0.4,0.0,0.0,0.0,0.0
31 YUC,022 Chikindzonot,Coco,Coco,12.0,12.0,10.72,1.0,7.2,12.0,10.72,1.0,7.2,0.0,0.0,0.0,0.0
31 YUC,022 Chikindzonot,Guayaba,Guayaba,79.0,78.0,81.75,0.0,0.0,78.0,81.75,0.0,0.0,0.0,0.0,0.0,0.0
31 YUC,022 Chikindzonot,Limón,Limón,19.0,19.0,24.6896,9.98,86.255,18.0,20.6896,5.98,0.775,1.0,4.0,4.0,85.48
31 YUC,022 Chikindzonot,Mango,Mango,85.0,84.0,100.705,4.485,59.8884,83.0,96.705,0.485,0.1684,1.0,4.0,4.0,59.72
31 YUC,022 Chikindzonot,Naranja,Naranja,25.0,25.0,26.0096,4.5,4.95,24.0,22.0096,4.5,4.95,1.0,4.0,0.0,0.0
31 YUC,022 Chikindzonot,Nopal verdura,Nopal verdura,,,1.5,0.5,0.1,,1.5,0.5,0.1,,0.0,0.0,0.0
31 YUC,022 Chikindzonot,Papaya,Papaya,6.0,6.0,6.25,2.0,5.1,6.0,6.25,2.0,5.1,0.0,0.0,0.0,0.0
31 YUC,022 Chikindzonot,Pasto cultivado,Pasto cultivado,4.0,4.0,8.0,6.5,5.03,4.0,8.0,6.5,5.03,0.0,0.0,0.0,0.0
31 YUC,022 Chikindzonot,Piña,Piña,92.0,92.0,99.86,2.36,6.0,92.0,99.86,2.36,6.0,0.0,0.0,0.0,0.0
31 YUC,022 Chikindzonot,Plátano,Plátano,49.0,49.0,43.82,20.935,13.603,48.0,43.32,20.435,13.003,1.0,0.5,0.5,0.6
31 YUC,023 Chocholá,,Chocholá,220.0,97.0,1428.6982,197.6721,,26.0,73.7775,41.6797,,82.0,1354.9207,155.9924,
31 YUC,023 Chocholá,Perennes,Perennes,,,,,,,,,,,,,
31 YUC,023 Chocholá,Agave,Agave,,,2.38,0.0,0.0,,0.0,0.0,0.0,,2.38,0.0,0.0
31 YUC,023 Chocholá,Aguacate,Aguacate,16.0,16.0,23.49,2.0,33.05,0.0,0.0,0.0,0.0,16.0,23.49,2.0,33.05
31 YUC,023 Chocholá,Coco,Coco,11.0,11.0,12.655,1.3,9.08,0.0,0.0,0.0,0.0,11.0,12.655,1.3,9.08
31 YUC,023 Chocholá,Guayaba,Guayaba,32.0,32.0,56.63,1.5,0.0005,0.0,0.0,0.0,0.0,32.0,56.63,1.5,0.0005
31 YUC,023 Chocholá,Limón,Limón,32.0,32.0,35.855,17.265,157.2356,3.0,0.2,0.04,0.3916,29.0,35.655,17.225,156.844
31 YUC,023 Chocholá,Mango,Mango,32.0,32.0,55.51,13.06,98.85,1.0,0.08,0.08,1.08,31.0,55.43,12.98,97.77
31 YUC,023 Chocholá,Naranja,Naranja,28.0,28.0,57.8366,27.7733,149.5228,0.0,0.0,0.0,0.0,28.0,57.8366,27.7733,149.5228
31 YUC,023 Chocholá,Nuez,Nuez,,,1.25,0.0,0.0,,0.0,0.0,0.0,,1.25,0.0,0.0
31 YUC,023 Chocholá,Papaya,Papaya,9.0,9.0,14.32,2.44,134.6106,1.0,0.36,0.36,0.2066,8.0,13.96,2.08,134.404
31 YUC,023 Chocholá,Pasto cultivado,Pasto cultivado,24.0,24.0,95.475,64.1175,345.1432,14.0,64.4275,34.07,148.8976,16.0,31.0475,30.0475,196.2456
31 YUC,023 Chocholá,Piña,Piña,,,2.0,0.0,0.0,,0.0,0.0,0.0,,2.0,0.0,0.0
31 YUC,023 Chocholá,Plátano,Plátano,14.0,14.0,27.055,8.475,35.68,0.0,0.0,0.0,0.0,14.0,27.055,8.475,35.68
31 YUC,024 Chumayel,,Chumayel,328.0,90.0,350.9766,75.9968,,48.0,273.9124,24.1545,,43.0,77.0642,51.8423,
31 YUC,024 Chumayel,Perennes,Perennes,,,,,,,,,,,,,
31 YUC,024 Chumayel,Aguacate,Aguacate,31.0,31.0,19.4689,2.2696,10.8093,20.0,13.42,0.08,0.33,11.0,6.0489,2.1896,10.4793
31 YUC,024 Chumayel,Coco,Coco,14.0,14.0,5.0736,3.7936,65.4382,2.0,0.12,0.04,0.288,12.0,4.9536,3.7536,65.1502
31 YUC,024 Chumayel,Guayaba,Guayaba,19.0,19.0,12.06,0.0,0.0,19.0,12.06,0.0,0.0,0.0,0.0,0.0,0.0
31 YUC,024 Chumayel,Limón,Limón,36.0,36.0,20.4301,13.1183,140.8694,7.0,4.5808,2.4863,6.7609,29.0,15.8493,10.632,134.1085
31 YUC,024 Chumayel,Mango,Mango,20.0,20.0,13.649,2.7142,17.0605,8.0,8.15,0.04,0.06,12.0,5.499,2.6742,17.0005
31 YUC,024 Chumayel,Naranja,Naranja,34.0,34.0,30.1667,15.6567,51.1673,14.0,14.47,3.12,2.3,20.0,15.6967,12.5367,48.8673
31 YUC,024 Chumayel,Papaya,Papaya,6.0,6.0,3.8,2.5,0.4,6.0,3.8,2.5,0.4,0.0,0.0,0.0,0.0
31 YUC,024 Chumayel,Pasto cultivado,Pasto cultivado,5.0,5.0,19.5,3.9674,34.5957,5.0,19.5,3.9674,34.5957,0.0,0.0,0.0,0.0
31 YUC,024 Chumayel,Piña,Piña,16.0,16.0,8.86,0.16,0.25,14.0,8.2,0.0,0.0,2.0,0.66,0.16,0.25
31 YUC,024 Chumayel,Plátano,Plátano,12.0,12.0,9.41,0.92,0.28,10.0,8.83,0.84,0.08,2.0,0.58,0.08,0.2
31 YUC,025 Dzan,,Dzan,1110.0,1085.0,5489.4524,4719.8504,,218.0,599.8998,265.1182,,962.0,4889.5526,4454.7322,
31 YUC,025 Dzan,Perennes,Perennes,,,,,,,,,,,,,
31 YUC,025 Dzan,Aguacate,Aguacate,89.0,89.0,161.9002,127.9776,1052.22,2.0,7.02,0.02,0.2,87.0,154.8802,127.9576,1052.02
31 YUC,025 Dzan,Coco,Coco,,,3.7,0.0,0.0,,0.0,0.0,0.0,,3.7,0.0,0.0
31 YUC,025 Dzan,Limón,Limón,971.0,971.0,1580.5739,1370.2518,18059.9617,141.0,163.772,80.8635,363.3067,863.0,1416.8019,1289.3883,17696.655
31 YUC,025 Dzan,Mango,Mango,4.0,4.0,4.48,2.48,2.6,2.0,2.04,0.04,1.2,2.0,2.44,2.44,1.4
31 YUC,025 Dzan,Naranja,Naranja,977.0,977.0,1958.2914,1706.9171,12157.0776,155.0,204.9824,97.6584,353.9019,873.0,1753.309,1609.2587,11803.1757
31 YUC,025 Dzan,Pasto cultivado,Pasto cultivado,11.0,11.0,101.5265,20.0266,62.6289,5.0,49.0799,0.08,0.5,7.0,52.4466,19.9466,62.1289
31 YUC,025 Dzan,Plátano,Plátano,16.0,16.0,7.3568,7.0768,30.3134,5.0,1.7648,1.7648,2.93,12.0,5.592,5.312,27.3834
31 YUC,026 Dzemul,,Dzemul,115.0,85.0,869.7824,271.7532,,46.0,355.29,224.9598,,58.0,514.4924,46.7934,
31 YUC,026 Dzemul,Perennes,Perennes,,,,,,,,,,,,,
31 YUC,026 Dzemul,Agave,Agave,,,1.5,0.0,0.0,,1.5,0.0,0.0,,0.0,0.0,0.0
31 YUC,026 Dzemul,Aguacate,Aguacate,14.0,14.0,15.335,4.605,16.12,0.0,0.0,0.0,0.0,14.0,15.335,4.605,16.12
31 YUC,026 Dzemul,Coco,Coco,6.0,6.0,6.41,4.24,30.528,0.0,0.0,0.0,0.0,6.0,6.41,4.24,30.528
31 YUC,026 Dzemul,Guayaba,Guayaba,16.0,16.0,24.8,0.0,0.0,0.0,0.0,0.0,0.0,16.0,24.8,0.0,0.0
31 YUC,026 Dzemul,Limón,Limón,26.0,26.0,19.815,6.3204,15.7979,1.0,0.5,0.4954,4.85,25.0,19.315,5.825,10.9479
31 YUC,026 Dzemul,Mango,Mango,23.0,23.0,25.685,1.7819,12.4447,2.0,1.5,0.4727,6.3815,21.0,24.185,1.3092,6.0632
31 YUC,026 Dzemul,Naranja,Naranja,13.0,13.0,13.4,2.254,6.5481,1.0,0.5,0.494,5.6711,12.0,12.9,1.76,0.877
31 YUC,026 Dzemul,Papaya,Papaya,,,1.0,0.04,2.6188,,0.0,0.0,0.0,,1.0,0.04,2.6188
31 YUC,026 Dzemul,Pasto cultivado,Pasto cultivado,20.0,20.0,207.5124,29.21,155.604,9.0,87.58,13.74,40.4448,12.0,119.9324,15.47,115.1592
31 YUC,026 Dzemul,Piña,Piña,,,2.0,0.0,0.0,,0.0,0.0,0.0,,2.0,0.0,0.0
31 YUC,026 Dzemul,Plátano,Plátano,4.0,4.0,4.16,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.16,0.0,0.0
31 YUC,027 Dzidzantún,,Dzidzantún,373.0,280.0,3254.4617,2715.4568,,55.0,1741.648,1441.588,,240.0,1512.8137,1273.8688,
31 YUC,027 Dzidzantún,Perennes,Perennes,,,,,,,,,,,,,
31 YUC,027 Dzidzantún,Aguacate,Aguacate,9.0,9.0,12.18,6.68,27.099,2.0,5.0,5.0,26.325,7.0,7.18,1.68,0.774
31 YUC,027 Dzidzantún,Coco,Coco,18.0,18.0,17.23,7.31,9.1327,2.0,3.5,2.5,1.0,16.0,13.73,4.81,8.1327
31 YUC,027 Dzidzantún,Limón,Limón,40.0,40.0,38.3148,13.89,115.7852,4.0,5.0,0.5,0.75,36.0,33.3148,13.39,115.0352
31 YUC,027 Dzidzantún,Mango,Mango,14.0,14.0,49.2,39.7,494.19,3.0,5.5,5.0,1.2,11.0,43.7,34.7,492.99
31 YUC,027 Dzidzantún,Naranja,Naranja,19.0,19.0,24.5648,7.19,3.3107,1.0,1.5,0.0,0.0,18.0,23.0648,7.19,3.3107
31 YUC,027 Dzidzantún,Papaya,Papaya,125.0,125.0,138.528,126.4927,8182.242,1.0,0.048,0.048,1.0,124.0,138.48,126.4447,8181.242
31 YUC,027 Dzidzantún,Pasto cultivado,Pasto cultivado,84.0,84.0,2629.32,2325.79,14348.2653,40.0,1668.65,1407.79,4811.7483,51.0,960.67,918.0,9536.517
31 YUC,027 Dzidzantún,Plátano,Plátano,14.0,14.0,12.915,8.175,40.2313,0.0,0.0,0.0,0.0,14.0,12.915,8.175,40.2313
31 YUC,028 Dzilam de Bravo,,Dzilam de Bravo,58.0,42.0,3005.74,650.6643,,31.0,2522.105,405.965,,17.0,483.635,244.6993,
31 YUC,028 Dzilam de Bravo,Perennes,Perennes,,,,,,,,,,,,,
31 YUC,028 Dzilam de Bravo,Aguacate,Aguacate,,,0.0275,0.0,0.0,,0.0,0.0,0.0,,0.0275,0.0,0.0
31 YUC,028 Dzilam de Bravo,Coco,Coco,,,2.93,2.86,53.8364,,2.93,2.86,53.8364,,0.0,0.0,0.0
31 YUC,028 Dzilam de Bravo,Guayaba,Guayaba,,,0.0275,0.0,0.0,,0.0,0.0,0.0,,0.0275,0.0,0.0
31 YUC,028 Dzilam de Bravo,Limón,Limón,,,2.5,2.4943,42.6682,,0.5,0.5,0.05,,2.0,1.9943,42.6182
31 YUC,028 Dzilam de Bravo,Mango,Mango,,,0.0275,0.0,0.0,,0.0,0.0,0.0,,0.0275,0.0,0.0
31 YUC,028 Dzilam de Bravo,Naranja,Naranja,,,0.5,0.0,0.0,,0.5,0.0,0.0,,0.0,0.0,0.0
31 YUC,028 Dzilam de Bravo,Papaya,Papaya,,,0.7,0.2,13.094,,0.0,0.0,0.0,,0.7,0.2,13.094
31 YUC,028 Dzilam de Bravo,Pasto cultivado,Pasto cultivado,35.0,35.0,2997.4,644.51,3365.0952,27.0,2516.575,402.005,2399.1636,14.0,480.825,242.505,965.9316
31 YUC,029 Dzilam González,,Dzilam González,527.0,280.0,15359.3398,3985.7021,,157.0,14177.3084,3653.8682,,150.0,1182.0314,331.8339,
31 YUC,029 Dzilam González,Perennes,Perennes,,,,,,,,,,,,,
31 YUC,029 Dzilam González,Aguacate,Aguacate,9.0,9.0,5.305,2.005,2.0634,2.0,1.75,0.0,0.0,8.0,3.555,2.005,2.0634
31 YUC,029 Dzilam González,Coco,Coco,22.0,22.0,94.7584,87.83,244.6789,2.0,2.12,0.12,0.5,20.0,92.6384,87.71,244.1789
31 YUC,029 Dzilam González,Guayaba,Guayaba,,,2.5,0.0,0.0,,2.5,0.0,0.0,,0.0,0.0,0.0
31 YUC,029 Dzilam González,Limón,Limón,30.0,30.0,24.58,5.2479,20.6905,5.0,5.75,0.0,0.0,25.0,18.83,5.2479,20.6905
31 YUC,029 Dzilam González,Mango,Mango,9.0,9.0,8.522,1.002,0.1699,4.0,4.32,0.0,0.0,5.0,4.202,1.002,0.1699
31 YUC,029 Dzilam González,Naranja,Naranja,35.0,35.0,27.9934,9.87,94.6675,4.0,3.87,0.12,0.2,31.0,24.1234,9.75,94.4675
31 YUC,029 Dzilam González,Papaya,Papaya,71.0,71.0,79.2586,64.4986,4114.9506,1.0,1.0,0.0,0.0,70.0,78.2586,64.4986,4114.9506
31 YUC,029 Dzilam González,Pasto cultivado,Pasto cultivado,133.0,133.0,14893.3461,3797.4561,20484.8783,105.0,13972.7182,3652.5082,17364.0316,45.0,920.6279,144.9479,3120.8467
31 YUC,029 Dzilam González,Plátano,Plátano,4.0,4.0,0.3968,0.12,0.95,2.0,0.16,0.12,0.95,2.0,0.2368,0.0,0.0
31 YUC,030 Dzitás,,Dzitás,360.0,201.0,3876.872,309.186,,198.0,3873.16,305.83,,4.0,3.712,3.356,
31 YUC,030 Dzitás,Perennes,Perennes,,,,,,,,,,,,,
31 YUC,030 Dzitás,Agave,Agave,,,1.25,0.0,0.0,,1.25,0.0,0.0,,0.0,0.0,0.0
31 YUC,030 Dzitás,Aguacate,Aguacate,128.0,128.0,209.34,6.88,177.72,128.0,209.34,6.88,177.72,0.0,0.0,0.0,0.0
31 YUC,030 Dzitás,Caña de azúcar,Caña de azúcar,,,1.0,0.0,0.0,,1.0,0.0,0.0,,0.0,0.0,0.0
31 YUC,030 Dzitás,Coco,Coco,7.0,7.0,5.623,0.0,0.0,7.0,5.623,0.0,0.0,0.0,0.0,0.0,0.0
31 YUC,030 Dzitás,Guayaba,Guayaba,70.0,70.0,115.24,9.4,23.124,70.0,115.24,9.4,23.124,0.0,0.0,0.0,0.0
31 YUC,030 Dzitás,Limón,Limón,7.0,7.0,4.858,1.0,0.01,6.0,4.68,1.0,0.01,1.0,0.178,0.0,0.0
31 YUC,030 Dzitás,Mango,Mango,123.0,123.0,206.423,1.5,0.07,123.0,206.423,1.5,0.07,0.0,0.0,0.0,0.0
31 YUC,030 Dzitás,Naranja,Naranja,9.0,9.0,15.604,7.0,0.13,8.0,15.426,7.0,0.13,1.0,0.178,0.0,0.0
31 YUC,030 Dzitás,Nopal verdura,Nopal verdura,4.0,4.0,6.25,1.25,0.01,4.0,6.25,1.25,0.01,0.0,0.0,0.0,0.0
31 YUC,030 Dzitás,Papaya,Papaya,5.0,5.0,7.5,1.0,43.3077,5.0,7.5,1.0,43.3077,0.0,0.0,0.0,0.0
31 YUC,030 Dzitás,Pasto cultivado,Pasto cultivado,14.0,14.0,138.0,97.0,177.5655,13.0,135.0,94.0,165.418,3.0,3.0,3.0,12.1475
31 YUC,030 Dzitás,Piña,Piña,91.0,91.0,156.39,1.5,0.425,91.0,156.39,1.5,0.425,0.0,0.0,0.0,0.0
31 YUC,030 Dzitás,Plátano,Plátano,73.0,73.0,115.982,26.31,97.4537,73.0,115.982,26.31,97.4537,0.0,0.0,0.0,0.0
31 YUC,031 Dzoncauich,,Dzoncauich,257.0,220.0,7642.33,1543.9663,,215.0,7392.89,1521.8327,,11.0,249.44,22.1336,
31 YUC,031 Dzoncauich,Perennes,Perennes,,,,,,,,,,,,,
31 YUC,031 Dzoncauich,Aguacate,Aguacate,24.0,24.0,44.94,0.0,0.0,22.0,44.4,0.0,0.0,2.0,0.54,0.0,0.0
31 YUC,031 Dzoncauich,Coco,Coco,4.0,4.0,18.7,1.0,0.04,1.0,0.2,0.0,0.0,3.0,18.5,1.0,0.04
31 YUC,031 Dzoncauich,Guayaba,Guayaba,13.0,13.0,29.7,0.0,0.0,13.0,29.7,0.0,0.0,0.0,0.0,0.0,0.0
31 YUC,031 Dzoncauich,Limón,Limón,9.0,9.0,21.52,2.0743,42.8182,3.0,0.48,0.08,0.2,6.0,21.04,1.9943,42.6182
31 YUC,031 Dzoncauich,Mango,Mango,28.0,28.0,88.49,0.0,0.0,27.0,54.45,0.0,0.0,2.0,34.04,0.0,0.0
31 YUC,031 Dzoncauich,Naranja,Naranja,9.0,9.0,40.15,3.1439,27.3525,3.0,1.61,0.16,0.25,6.0,38.54,2.9839,27.1025
31 YUC,031 Dzoncauich,Nopal verdura,Nopal verdura,,,1.43,0.0,0.0,,1.43,0.0,0.0,,0.0,0.0,0.0
31 YUC,031 Dzoncauich,Papaya,Papaya,,,5.0,5.0,327.35,,0.0,0.0,0.0,,5.0,5.0,327.35
31 YUC,031 Dzoncauich,Pasto cultivado,Pasto cultivado,182.0,182.0,6599.27,1518.4901,6520.2914,179.0,6506.57,1509.3,6255.912,6.0,92.7,9.1901,264.3794
31 YUC,031 Dzoncauich,Plátano,Plátano,3.0,3.0,8.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
31 YUC,032 Espita,,Espita,1198.0,546.0,12832.7772,2327.3909,,517.0,11963.5808,2112.8654,,47.0,869.1964,214.5255,
31 YUC,032 Espita,Perennes,Perennes,,,,,,,,,,,,,
31 YUC,032 Espita,Aguacate,Aguacate,79.0,79.0,120.735,16.78,107.3548,68.0,106.825,10.74,83.8148,11.0,13.91,6.04,23.54
31 YUC,032 Espita,Caña de azúcar,Caña de azúcar,,,5.5,0.0,0.0,,5.5,0.0,0.0,,0.0,0.0,0.0
31 YUC,032 Espita,Coco,Coco,24.0,24.0,70.081,27.5,376.303,12.0,9.56,2.0,0.01,12.0,60.521,25.5,376.293
31 YUC,032 Espita,Guayaba,Guayaba,41.0,41.0,67.366,0.0,0.0,38.0,63.596,0.0,0.0,3.0,3.77,0.0,0.0
31 YUC,032 Espita,Limón,Limón,51.0,51.0,72.72,20.76,211.625,32.0,35.42,3.98,8.05,19.0,37.3,16.78,203.575
31 YUC,032 Espita,Mango,Mango,77.0,77.0,109.9562,9.24,34.8526,71.0,104.016,7.74,34.7976,6.0,5.9402,1.5,0.055
31 YUC,032 Espita,Naranja,Naranja,52.0,52.0,72.178,20.38,16.775,36.0,43.238,5.82,2.68,17.0,28.94,14.56,14.095
31 YUC,032 Espita,Papaya,Papaya,4.0,4.0,7.54,7.54,328.6658,2.0,2.04,2.04,1.2658,2.0,5.5,5.5,327.4
31 YUC,032 Espita,Pasto cultivado,Pasto cultivado,358.0,358.0,10720.7528,1952.6778,10498.9346,351.0,10197.0478,1932.9778,10134.7146,18.0,523.705,19.7,364.22
31 YUC,032 Espita,Piña,Piña,54.0,54.0,63.256,1.07,1.474,52.0,63.136,1.06,1.462,2.0,0.12,0.01,0.012
31 YUC,032 Espita,Plátano,Plátano,50.0,50.0,93.76,21.68,311.698,45.0,84.3,18.22,290.202,6.0,9.46,3.46,21.496
31 YUC,033 Halachó,,Halachó,1003.0,490.0,4107.1017,1571.0664,,227.0,2094.061,993.8001,,270.0,2013.0407,577.2663,
31 YUC,033 Halachó,Perennes,Perennes,,,,,,,,,,,,,
31 YUC,033 Halachó,Aguacate,Aguacate,110.0,110.0,132.8932,55.3604,808.5495,46.0,50.5894,28.0394,586.213,64.0,82.3038,27.321,222.3365
31 YUC,033 Halachó,Coco,Coco,41.0,41.0,32.4734,27.0134,64.8944,8.0,4.401,1.201,7.2272,33.0,28.0724,25.8124,57.6672
31 YUC,033 Halachó,Guayaba,Guayaba,123.0,123.0,190.81,47.5,350.8492,81.0,109.94,38.0,192.0591,42.0,80.87,9.5,158.7901
31 YUC,033 Halachó,Limón,Limón,172.0,172.0,133.6763,78.4571,165.1738,40.0,31.7602,10.5918,18.894,132.0,101.9161,67.8653,146.2798
31 YUC,033 Halachó,Mango,Mango,117.0,117.0,162.934,58.5002,266.3208,62.0,73.1736,37.18,153.7798,55.0,89.7604,21.3202,112.541
31 YUC,033 Halachó,Naranja,Naranja,172.0,172.0,146.9032,102.1791,241.9429,40.0,33.986,12.2476,16.9709,132.0,112.9172,89.9315,224.972
31 YUC,033 Halachó,Nopal verdura,Nopal verdura,13.0,13.0,15.75,4.75,5.125,7.0,8.25,3.75,1.125,6.0,7.5,1.0,4.0
31 YUC,033 Halachó,Nuez,Nuez,,,1.0,1.0,0.06,,0.0,0.0,0.0,,1.0,1.0,0.06
31 YUC,033 Halachó,Papaya,Papaya,10.0,10.0,8.49,1.92,38.0412,3.0,2.37,1.12,35.3024,7.0,6.12,0.8,2.7388
31 YUC,033 Halachó,Pasto cultivado,Pasto cultivado,19.0,19.0,69.91,63.66,233.3006,4.0,44.778,44.778,121.6,15.0,25.132,18.882,111.7006
31 YUC,033 Halachó,Plátano,Plátano,34.0,34.0,42.4968,19.1468,14.6663,14.0,14.84,1.24,0.055,20.0,27.6568,17.9068,14.6113
31 YUC,034 Hocabá,,Hocabá,240.0,76.0,377.821,3.32,,73.0,347.101,1.0,,3.0,30.72,2.32,
31 YUC,034 Hocabá,Perennes,Perennes,,,,,,,,,,,,,
